ID,reg_time,reg_money,service_type,area,ent_type,cont_type,cid,stock_rate,flag
2454240,2005.0,6620.0,服务业,广东,股份有限公司,自然人,24240.0,0.72,1.0
2454324,2014.0,9430.0,交通运输业,江西,集体所有制企业,企业法人,24324.0,0.6,1.0
2454946,2001.0,,工业,广西,合伙企业,自然人,24946.0,0.77,1.0
2455612,2012.0,8300.0,工业,福建,集体所有制企业,自然人,25612.0,0.57,
2456252,2008.0,1480.0,服务业,湖北,合伙企业,企业法人,26252.0,0.83,1.0
2456929,2006.0,8030.0,服务业,湖北,合伙企业,企业法人,26929.0,0.54,1.0
2457235,2013.0,8130.0,交通运输业,湖南,有限责任公司,自然人,27235.0,0.9,1.0
2457298,2004.0,4030.0,服务业,湖南,集体所有制企业,企业法人,27298.0,0.88,1.0
2458453,2014.0,230.0,工业,江西,合伙企业,自然人,28453.0,0.97,1.0
2458526,2008.0,8420.0,服务业,山东,集体所有制企业,自然人,28526.0,0.82,1.0
2459198,2013.0,5430.0,工业,湖北,农民专业合作社,自然人,29198.0,0.51,1.0
2459300,2014.0,7390.0,零售业,湖北,农民专业合作社,企业法人,29300.0,0.89,1.0
2459410,2002.0,8410.0,工业,湖南,有限责任公司,企业法人,29410.0,0.88,1.0
2460054,2010.0,550.0,零售业,湖北,有限责任公司,自然人,54.0,0.85,1.0
2460081,2011.0,3590.0,社区服务,福建,有限责任公司,自然人,81.0,0.99,1.0
2460926,2006.0,700.0,零售业,江西,农民专业合作社,自然人,926.0,0.91,1.0
2460938,2001.0,9890.0,交通运输业,江西,农民专业合作社,自然人,938.0,0.86,1.0
2461579,2011.0,7990.0,服务业,山东,农民专业合作社,自然人,1579.0,0.64,1.0
2461945,2010.0,7530.0,社区服务,山东,股份有限公司,自然人,1945.0,0.85,1.0
2463497,2007.0,3700.0,交通运输业,江西,合伙企业,自然人,3497.0,0.81,1.0
2463754,2014.0,,零售业,福建,有限责任公司,自然人,3754.0,0.75,1.0
2463827,2012.0,6330.0,服务业,广东,合伙企业,企业法人,3827.0,0.52,1.0
2464999,2000.0,2110.0,商业服务业,湖南,农民专业合作社,,4999.0,0.61,1.0
2465296,2001.0,7130.0,零售业,湖北,集体所有制企业,企业法人,5296.0,0.66,1.0
2466124,2002.0,4670.0,零售业,福建,股份有限公司,企业法人,6124.0,0.85,1.0
2466624,2006.0,9290.0,交通运输业,福建,集体所有制企业,企业法人,6624.0,0.87,1.0
2467480,2003.0,8490.0,交通运输业,江西,集体所有制企业,自然人,7480.0,0.59,1.0
2468914,2008.0,9320.0,服务业,广西,农民专业合作社,企业法人,8914.0,0.95,1.0
2468933,2003.0,3290.0,商业服务业,湖南,农民专业合作社,自然人,8933.0,0.67,1.0
2468936,2004.0,8760.0,零售业,江西,股份有限公司,企业法人,8936.0,0.68,1.0
2471523,2005.0,8230.0,社区服务,江西,有限责任公司,企业法人,11523.0,0.53,1.0
2471554,2002.0,2220.0,社区服务,福建,集体所有制企业,自然人,11554.0,0.7,1.0
2472010,2001.0,8000.0,零售业,江西,农民专业合作社,企业法人,12010.0,0.89,1.0
2472408,2013.0,5840.0,服务业,江西,股份有限公司,自然人,12408.0,0.63,1.0
2473262,2005.0,3170.0,工业,福建,有限责任公司,企业法人,13262.0,0.77,1.0
2473413,2013.0,4010.0,社区服务,湖南,股份有限公司,自然人,13413.0,0.56,1.0
2473977,2011.0,4330.0,交通运输业,广东,合伙企业,企业法人,13977.0,0.6,1.0
2474159,2010.0,480.0,商业服务业,湖北,有限责任公司,自然人,14159.0,0.68,1.0
2475195,2006.0,2140.0,商业服务业,广东,农民专业合作社,企业法人,15195.0,0.54,1.0
2475654,2011.0,4300.0,工业,湖北,股份有限公司,自然人,15654.0,0.7,1.0
2476045,2009.0,790.0,工业,湖南,集体所有制企业,企业法人,16045.0,0.83,1.0
2476541,2005.0,9210.0,商业服务业,广西,股份有限公司,自然人,16541.0,0.61,1.0
2476600,2000.0,710.0,零售业,,股份有限公司,自然人,16600.0,0.99,1.0
2477236,2012.0,6300.0,工业,福建,农民专业合作社,企业法人,17236.0,0.96,1.0
2477674,2007.0,9750.0,工业,广西,有限责任公司,自然人,17674.0,0.6,1.0
2477903,2012.0,8260.0,社区服务,湖南,合伙企业,自然人,17903.0,0.73,1.0
2478135,2001.0,7790.0,服务业,湖南,集体所有制企业,企业法人,18135.0,0.62,1.0
2479550,2010.0,5360.0,交通运输业,福建,合伙企业,企业法人,19550.0,0.98,1.0
2480204,2004.0,7860.0,商业服务业,湖南,股份有限公司,自然人,20204.0,0.71,1.0
2480369,2014.0,8760.0,服务业,广东,集体所有制企业,自然人,20369.0,0.9,1.0
2480952,2014.0,490.0,工业,江西,有限责任公司,自然人,20952.0,0.62,1.0
2481043,2014.0,5110.0,零售业,湖南,股份有限公司,企业法人,21043.0,0.83,1.0
2481348,2009.0,6500.0,服务业,湖南,有限责任公司,自然人,21348.0,0.67,1.0
2482991,2014.0,1540.0,工业,湖北,股份有限公司,企业法人,22991.0,0.8,1.0
2484705,2011.0,3750.0,零售业,湖北,集体所有制企业,自然人,24705.0,0.66,1.0
2484862,2012.0,2920.0,商业服务业,湖南,合伙企业,企业法人,24862.0,0.53,1.0
2484986,2013.0,1670.0,商业服务业,江西,合伙企业,自然人,24986.0,0.93,1.0
2486476,2013.0,8030.0,社区服务,广东,合伙企业,自然人,26476.0,0.93,1.0
2486634,2011.0,7690.0,工业,广西,有限责任公司,自然人,26634.0,0.64,1.0
2487169,2004.0,4810.0,社区服务,广西,合伙企业,自然人,27169.0,0.6,1.0
2487385,2004.0,6750.0,零售业,湖南,农民专业合作社,企业法人,27385.0,0.88,1.0
2487578,2002.0,4640.0,服务业,湖南,合伙企业,自然人,27578.0,0.71,1.0
2487594,2000.0,3550.0,交通运输业,江西,股份有限公司,企业法人,27594.0,0.77,1.0
2487831,2004.0,2020.0,交通运输业,湖南,股份有限公司,企业法人,27831.0,0.54,1.0
2488572,2005.0,7470.0,服务业,山东,有限责任公司,自然人,28572.0,0.8,1.0
2488975,2011.0,9750.0,工业,山东,农民专业合作社,自然人,28975.0,0.96,1.0
2490132,2002.0,4820.0,零售业,广西,合伙企业,企业法人,132.0,0.85,1.0
2490465,2000.0,1480.0,服务业,福建,,企业法人,465.0,0.69,1.0
2492445,2014.0,2810.0,交通运输业,广东,合伙企业,企业法人,2445.0,,1.0
2493103,2000.0,6610.0,商业服务业,山东,合伙企业,自然人,3103.0,0.68,1.0
2493143,2007.0,1690.0,零售业,广东,农民专业合作社,企业法人,3143.0,0.6,1.0
2494847,2001.0,6330.0,工业,广东,集体所有制企业,企业法人,4847.0,0.78,1.0
2495267,2014.0,5270.0,交通运输业,江西,集体所有制企业,,5267.0,0.7,1.0
2495391,2008.0,3090.0,交通运输业,福建,股份有限公司,企业法人,5391.0,0.85,1.0
2495498,2014.0,5710.0,工业,湖北,集体所有制企业,自然人,5498.0,0.55,1.0
2495709,2000.0,1310.0,商业服务业,江西,集体所有制企业,自然人,5709.0,0.7,1.0
2495801,2014.0,4700.0,工业,湖南,有限责任公司,企业法人,5801.0,0.52,1.0
2498270,2004.0,4760.0,交通运输业,湖北,合伙企业,企业法人,8270.0,0.8,1.0
2499056,2013.0,3550.0,商业服务业,江西,合伙企业,自然人,9056.0,0.81,1.0
2499262,2005.0,6640.0,社区服务,福建,农民专业合作社,企业法人,9262.0,0.79,1.0
2499480,2003.0,5960.0,商业服务业,湖南,有限责任公司,自然人,9480.0,0.59,1.0
2499488,2010.0,5910.0,商业服务业,广西,集体所有制企业,,9488.0,0.78,1.0
2499570,2003.0,6060.0,工业,江西,农民专业合作社,自然人,9570.0,0.8,1.0
2499753,2012.0,8370.0,服务业,广东,有限责任公司,自然人,9753.0,0.8,1.0
2499851,2011.0,610.0,商业服务业,广西,集体所有制企业,企业法人,9851.0,0.71,1.0
2499982,2000.0,3130.0,交通运输业,广东,股份有限公司,企业法人,9982.0,0.96,1.0
2500087,2008.0,8740.0,商业服务业,福建,集体所有制企业,自然人,10087.0,0.91,1.0
2500193,2000.0,9160.0,服务业,广东,集体所有制企业,自然人,10193.0,0.97,1.0
2500549,2003.0,3880.0,零售业,广西,集体所有制企业,自然人,10549.0,0.69,1.0
2500559,2011.0,2320.0,,广东,股份有限公司,自然人,10559.0,0.86,1.0
2501107,2007.0,4760.0,商业服务业,湖南,股份有限公司,自然人,11107.0,0.81,1.0
2501788,2013.0,8400.0,社区服务,江西,股份有限公司,企业法人,11788.0,0.61,1.0
2501790,2007.0,2280.0,商业服务业,湖南,股份有限公司,自然人,11790.0,0.98,1.0
2502413,2011.0,1980.0,工业,广东,集体所有制企业,自然人,12413.0,0.85,1.0
2502715,2014.0,6020.0,交通运输业,福建,集体所有制企业,自然人,12715.0,0.92,1.0
2504020,2000.0,9550.0,商业服务业,湖南,股份有限公司,企业法人,14020.0,1.0,1.0
2504761,2009.0,3880.0,社区服务,山东,有限责任公司,企业法人,14761.0,0.8,1.0
2504977,2001.0,1880.0,商业服务业,山东,有限责任公司,自然人,,0.56,1.0
2506223,2000.0,3690.0,商业服务业,江西,合伙企业,企业法人,16223.0,0.86,1.0
2506404,2009.0,9300.0,零售业,湖北,有限责任公司,自然人,16404.0,0.74,1.0
2506838,2000.0,5580.0,商业服务业,山东,集体所有制企业,企业法人,16838.0,0.71,1.0
2507241,2005.0,1040.0,商业服务业,广东,合伙企业,自然人,17241.0,0.59,1.0
2507724,2012.0,9160.0,交通运输业,湖北,有限责任公司,企业法人,17724.0,0.95,1.0
2507864,2014.0,4560.0,零售业,福建,农民专业合作社,自然人,17864.0,0.75,1.0
2508170,2001.0,7800.0,社区服务,江西,农民专业合作社,企业法人,18170.0,0.81,1.0
2508562,2008.0,4370.0,工业,湖北,农民专业合作社,自然人,18562.0,0.73,1.0
2508773,2001.0,930.0,社区服务,江西,有限责任公司,自然人,18773.0,0.66,1.0
2509113,2012.0,5750.0,工业,福建,集体所有制企业,自然人,19113.0,0.52,1.0
2509217,2000.0,9720.0,工业,广西,有限责任公司,自然人,19217.0,0.62,1.0
2509367,2010.0,4660.0,服务业,湖南,农民专业合作社,自然人,19367.0,0.99,1.0
2509623,2000.0,7300.0,商业服务业,江西,股份有限公司,自然人,19623.0,0.61,1.0
2510646,2007.0,210.0,工业,湖南,农民专业合作社,企业法人,20646.0,0.75,1.0
2510792,2010.0,3730.0,零售业,湖北,有限责任公司,企业法人,20792.0,0.97,1.0
2511309,2011.0,,服务业,江西,有限责任公司,自然人,21309.0,0.91,1.0
2511416,2000.0,8770.0,商业服务业,山东,有限责任公司,自然人,21416.0,0.57,1.0
2512666,2010.0,280.0,社区服务,福建,集体所有制企业,自然人,22666.0,0.68,1.0
2512861,2011.0,2720.0,商业服务业,江西,股份有限公司,自然人,22861.0,0.94,1.0
2512983,2012.0,7690.0,零售业,湖南,集体所有制企业,企业法人,22983.0,0.52,1.0
2513064,2014.0,5790.0,零售业,广西,合伙企业,自然人,23064.0,0.53,1.0
2513774,2006.0,6600.0,零售业,江西,农民专业合作社,企业法人,23774.0,0.84,1.0
2513936,2012.0,3450.0,交通运输业,湖北,有限责任公司,自然人,23936.0,0.79,1.0
2514035,2011.0,1740.0,交通运输业,湖北,农民专业合作社,企业法人,24035.0,0.69,1.0
2514799,2006.0,6990.0,零售业,江西,集体所有制企业,自然人,24799.0,0.83,1.0
2514812,2011.0,6300.0,服务业,福建,有限责任公司,企业法人,24812.0,0.73,1.0
2515961,2004.0,9430.0,交通运输业,福建,股份有限公司,企业法人,,0.99,1.0
2517016,2010.0,1040.0,工业,江西,有限责任公司,企业法人,27016.0,0.86,1.0
2517210,2008.0,4040.0,工业,广西,合伙企业,自然人,27210.0,0.72,1.0
2517738,2007.0,2870.0,交通运输业,山东,股份有限公司,企业法人,27738.0,0.94,1.0
2518079,2008.0,8540.0,商业服务业,江西,股份有限公司,自然人,28079.0,0.69,1.0
2518799,2013.0,3780.0,商业服务业,湖南,有限责任公司,自然人,28799.0,0.54,1.0
2518912,2012.0,4670.0,商业服务业,广西,农民专业合作社,自然人,28912.0,0.58,1.0
2519039,2010.0,6880.0,商业服务业,湖北,有限责任公司,自然人,29039.0,0.55,1.0
2519957,2014.0,8710.0,交通运输业,广东,有限责任公司,企业法人,29957.0,0.57,1.0
2520215,2005.0,1460.0,工业,江西,合伙企业,企业法人,215.0,0.54,1.0
2520379,2005.0,7680.0,工业,湖南,股份有限公司,企业法人,379.0,0.81,1.0
2520672,2010.0,360.0,零售业,,股份有限公司,企业法人,672.0,0.75,1.0
2521241,2010.0,9610.0,社区服务,江西,股份有限公司,自然人,1241.0,0.76,1.0
2521756,2001.0,1410.0,社区服务,江西,股份有限公司,企业法人,1756.0,0.93,1.0
2522220,2009.0,9610.0,商业服务业,山东,股份有限公司,企业法人,2220.0,0.6,1.0
2522332,2007.0,2160.0,交通运输业,江西,有限责任公司,自然人,2332.0,0.73,1.0
2522503,2012.0,9550.0,工业,福建,股份有限公司,企业法人,2503.0,0.57,1.0
2522753,2012.0,1670.0,服务业,广东,集体所有制企业,自然人,2753.0,0.56,1.0
2523191,2011.0,9150.0,服务业,广西,集体所有制企业,企业法人,3191.0,0.72,1.0
2523265,2013.0,2120.0,社区服务,,合伙企业,企业法人,3265.0,0.72,1.0
2523762,2014.0,4860.0,零售业,广西,集体所有制企业,企业法人,3762.0,0.87,1.0
2523794,2012.0,5200.0,服务业,湖北,农民专业合作社,企业法人,3794.0,0.77,1.0
2523968,2005.0,3780.0,社区服务,福建,合伙企业,企业法人,3968.0,,1.0
2524409,2006.0,4170.0,商业服务业,湖南,有限责任公司,企业法人,4409.0,0.7,1.0
2524962,2002.0,530.0,,福建,合伙企业,自然人,4962.0,0.64,1.0
2525263,2003.0,6890.0,零售业,湖北,合伙企业,企业法人,5263.0,0.51,1.0
2525343,2006.0,4220.0,商业服务业,福建,有限责任公司,企业法人,5343.0,0.77,1.0
2525716,2010.0,9140.0,交通运输业,广西,合伙企业,企业法人,5716.0,0.67,1.0
2525831,2014.0,6090.0,工业,湖南,股份有限公司,自然人,5831.0,0.74,1.0
2526377,2004.0,8790.0,工业,湖北,合伙企业,自然人,6377.0,0.75,1.0
2526768,2006.0,8780.0,工业,湖北,集体所有制企业,企业法人,6768.0,0.73,1.0
2527014,2000.0,8650.0,零售业,广东,有限责任公司,自然人,7014.0,0.81,1.0
2527129,2005.0,3960.0,服务业,山东,股份有限公司,企业法人,7129.0,0.77,1.0
2527310,2009.0,4880.0,商业服务业,山东,农民专业合作社,企业法人,7310.0,0.73,1.0
2528052,2002.0,8180.0,交通运输业,湖南,集体所有制企业,企业法人,8052.0,0.66,1.0
2528395,2000.0,5520.0,工业,湖南,有限责任公司,自然人,8395.0,1.0,1.0
2528564,2000.0,1710.0,社区服务,江西,有限责任公司,企业法人,8564.0,0.68,1.0
2529252,2005.0,1030.0,社区服务,江西,股份有限公司,自然人,9252.0,0.6,1.0
2529698,2004.0,3400.0,商业服务业,广西,农民专业合作社,自然人,9698.0,0.83,1.0
2529706,2006.0,2220.0,商业服务业,湖北,股份有限公司,企业法人,9706.0,0.96,1.0
2529753,2011.0,5370.0,工业,山东,有限责任公司,自然人,9753.0,0.81,1.0
2530054,2003.0,2420.0,社区服务,广西,,企业法人,10054.0,0.8,1.0
2530312,2001.0,7070.0,工业,江西,股份有限公司,企业法人,10312.0,0.81,1.0
2530365,2012.0,9010.0,零售业,山东,合伙企业,自然人,,0.76,1.0
2531689,2003.0,5430.0,交通运输业,湖南,集体所有制企业,自然人,11689.0,0.61,1.0
2531845,2014.0,4320.0,社区服务,湖南,集体所有制企业,企业法人,11845.0,0.76,1.0
2532263,2002.0,7110.0,工业,江西,股份有限公司,企业法人,12263.0,0.58,1.0
2532942,2014.0,4210.0,服务业,湖南,合伙企业,自然人,12942.0,0.62,1.0
2533087,2005.0,3090.0,商业服务业,广西,合伙企业,企业法人,13087.0,0.82,1.0
2534587,2006.0,2070.0,工业,广西,有限责任公司,自然人,14587.0,0.76,1.0
2535093,2002.0,2070.0,商业服务业,山东,有限责任公司,自然人,15093.0,0.94,1.0
2535207,2000.0,4970.0,零售业,江西,集体所有制企业,自然人,15207.0,0.93,1.0
2535820,2005.0,9390.0,服务业,广西,农民专业合作社,自然人,15820.0,0.81,1.0
2536886,2005.0,,商业服务业,福建,股份有限公司,企业法人,16886.0,0.52,1.0
2538016,2000.0,9620.0,工业,福建,合伙企业,自然人,18016.0,0.92,1.0
2538688,2002.0,4810.0,工业,山东,股份有限公司,自然人,18688.0,0.53,1.0
2539910,2011.0,2910.0,交通运输业,湖北,有限责任公司,自然人,19910.0,0.92,1.0
2539981,2011.0,1300.0,商业服务业,江西,集体所有制企业,企业法人,19981.0,0.55,1.0
2540933,2010.0,650.0,交通运输业,广西,股份有限公司,自然人,20933.0,0.99,1.0
2541926,2003.0,8650.0,社区服务,江西,农民专业合作社,企业法人,21926.0,0.83,1.0
2542062,2002.0,7950.0,零售业,福建,股份有限公司,企业法人,22062.0,0.92,1.0
2542287,2012.0,4790.0,服务业,江西,有限责任公司,自然人,22287.0,0.81,1.0
2542815,2012.0,5920.0,工业,福建,集体所有制企业,自然人,22815.0,0.69,1.0
2542852,2002.0,1090.0,交通运输业,广东,股份有限公司,企业法人,22852.0,0.68,1.0
2542959,2006.0,4640.0,工业,广西,股份有限公司,企业法人,22959.0,0.98,1.0
2543173,2006.0,3920.0,工业,广东,股份有限公司,自然人,23173.0,0.57,1.0
2543267,2007.0,680.0,社区服务,江西,股份有限公司,,23267.0,0.59,1.0
2543825,2010.0,7900.0,服务业,福建,农民专业合作社,企业法人,23825.0,0.53,1.0
2544867,2002.0,6080.0,零售业,广西,集体所有制企业,企业法人,24867.0,0.7,1.0
2545335,2007.0,5240.0,交通运输业,湖北,合伙企业,自然人,25335.0,0.57,1.0
2545428,2007.0,4860.0,交通运输业,江西,有限责任公司,自然人,25428.0,0.71,1.0
2545602,2003.0,990.0,交通运输业,江西,合伙企业,自然人,25602.0,0.74,1.0
2545693,2012.0,8580.0,服务业,广西,合伙企业,自然人,25693.0,0.76,1.0
2546048,2002.0,3530.0,零售业,湖南,有限责任公司,自然人,26048.0,0.88,1.0
2546235,2007.0,850.0,服务业,广西,农民专业合作社,自然人,26235.0,0.83,
2547153,2001.0,6040.0,社区服务,山东,有限责任公司,企业法人,27153.0,0.54,1.0
2547685,2011.0,8950.0,服务业,湖北,集体所有制企业,企业法人,27685.0,0.85,1.0
2547972,2011.0,1590.0,商业服务业,湖北,合伙企业,企业法人,27972.0,0.84,1.0
2548541,2001.0,1080.0,社区服务,江西,股份有限公司,自然人,28541.0,0.56,1.0
2548889,2010.0,9110.0,工业,广东,股份有限公司,企业法人,28889.0,0.76,1.0
2549586,2011.0,9260.0,零售业,江西,合伙企业,自然人,29586.0,0.69,1.0
2549737,2004.0,2800.0,零售业,山东,有限责任公司,企业法人,29737.0,0.95,1.0
2551205,2002.0,9450.0,交通运输业,山东,合伙企业,企业法人,1205.0,0.89,1.0
2552166,2010.0,6620.0,工业,山东,合伙企业,企业法人,2166.0,0.59,1.0
2552176,2013.0,1350.0,商业服务业,江西,有限责任公司,企业法人,2176.0,0.75,1.0
2553001,2002.0,7890.0,服务业,广西,集体所有制企业,自然人,3001.0,0.75,1.0
2553769,2005.0,9640.0,工业,湖北,农民专业合作社,企业法人,3769.0,0.69,1.0
2554080,2012.0,5600.0,社区服务,湖北,集体所有制企业,企业法人,4080.0,0.62,1.0
2554779,2002.0,6610.0,工业,湖南,股份有限公司,企业法人,4779.0,0.51,1.0
2555243,2011.0,6990.0,服务业,山东,股份有限公司,自然人,5243.0,0.58,1.0
2555312,2012.0,2240.0,工业,江西,农民专业合作社,自然人,5312.0,0.64,1.0
2555781,2010.0,5580.0,工业,江西,合伙企业,企业法人,5781.0,0.83,1.0
2555926,2010.0,8590.0,服务业,山东,股份有限公司,企业法人,5926.0,0.62,1.0
2556727,2009.0,2690.0,交通运输业,福建,农民专业合作社,自然人,6727.0,0.88,1.0
2556989,2008.0,2960.0,交通运输业,湖北,合伙企业,自然人,6989.0,0.8,1.0
2557575,2008.0,9960.0,交通运输业,广西,农民专业合作社,企业法人,7575.0,0.88,1.0
2557654,2001.0,8370.0,零售业,江西,合伙企业,自然人,7654.0,0.94,1.0
2557990,2002.0,6830.0,交通运输业,湖北,农民专业合作社,企业法人,7990.0,0.59,1.0
2558145,2003.0,2500.0,工业,广西,合伙企业,企业法人,8145.0,0.65,1.0
2558511,2003.0,1970.0,商业服务业,湖北,农民专业合作社,自然人,8511.0,0.56,1.0
2558529,2014.0,5430.0,社区服务,广东,股份有限公司,自然人,8529.0,0.7,1.0
2559445,2003.0,7060.0,零售业,福建,有限责任公司,自然人,9445.0,0.71,1.0
2559713,2000.0,5670.0,零售业,山东,农民专业合作社,,9713.0,0.54,1.0
2559841,2010.0,6380.0,商业服务业,湖南,集体所有制企业,企业法人,9841.0,0.65,1.0
2560138,2001.0,9250.0,社区服务,广西,合伙企业,自然人,10138.0,0.94,1.0
2560805,2010.0,4940.0,交通运输业,山东,有限责任公司,企业法人,10805.0,0.85,1.0
2561310,2002.0,6280.0,工业,广西,合伙企业,自然人,11310.0,0.59,1.0
2561767,2002.0,4900.0,交通运输业,湖北,合伙企业,企业法人,11767.0,0.71,1.0
2562557,2000.0,3500.0,零售业,福建,股份有限公司,自然人,12557.0,0.78,1.0
2562755,2001.0,610.0,零售业,福建,有限责任公司,自然人,12755.0,0.56,1.0
2563043,2012.0,5980.0,服务业,湖北,合伙企业,企业法人,13043.0,0.85,1.0
2564048,2004.0,6890.0,服务业,山东,合伙企业,自然人,14048.0,0.59,1.0
2564122,2014.0,470.0,社区服务,广东,合伙企业,企业法人,14122.0,0.87,1.0
2564654,2005.0,1050.0,社区服务,福建,集体所有制企业,企业法人,14654.0,0.51,1.0
2565468,2006.0,2750.0,社区服务,湖南,股份有限公司,企业法人,15468.0,0.51,1.0
2565795,2011.0,9230.0,工业,广西,股份有限公司,企业法人,15795.0,0.97,1.0
2565980,2003.0,7350.0,商业服务业,福建,集体所有制企业,企业法人,15980.0,1.0,1.0
2566301,2004.0,4060.0,商业服务业,湖南,股份有限公司,自然人,16301.0,0.86,1.0
2566886,2011.0,2810.0,社区服务,湖南,农民专业合作社,企业法人,16886.0,0.86,1.0
2567259,2007.0,4010.0,零售业,湖南,农民专业合作社,自然人,17259.0,0.78,1.0
2567288,2001.0,8890.0,交通运输业,山东,股份有限公司,企业法人,17288.0,0.55,
2567402,2009.0,8870.0,社区服务,福建,农民专业合作社,自然人,17402.0,0.85,1.0
2567614,2002.0,8120.0,工业,广西,股份有限公司,企业法人,17614.0,0.76,1.0
2567635,2002.0,6480.0,社区服务,湖北,有限责任公司,自然人,17635.0,0.95,1.0
2568189,2004.0,590.0,服务业,江西,有限责任公司,自然人,18189.0,0.6,1.0
2568280,2012.0,2680.0,服务业,广东,股份有限公司,企业法人,18280.0,0.54,1.0
2568836,2003.0,9840.0,服务业,广东,集体所有制企业,企业法人,18836.0,0.93,1.0
2568985,2013.0,1090.0,社区服务,广西,股份有限公司,企业法人,18985.0,0.53,1.0
2569058,2007.0,6760.0,工业,山东,农民专业合作社,企业法人,19058.0,0.73,1.0
2570301,2014.0,6480.0,交通运输业,江西,股份有限公司,企业法人,20301.0,0.63,1.0
2570315,2012.0,4590.0,零售业,广东,有限责任公司,企业法人,20315.0,0.79,1.0
2570386,2009.0,6120.0,商业服务业,广西,集体所有制企业,自然人,20386.0,0.54,1.0
2570710,2010.0,8840.0,零售业,广西,集体所有制企业,企业法人,20710.0,,1.0
2570741,2006.0,5730.0,交通运输业,山东,农民专业合作社,自然人,20741.0,0.99,1.0
2570803,2004.0,6820.0,交通运输业,湖南,合伙企业,自然人,20803.0,0.53,1.0
2571013,2013.0,7490.0,服务业,江西,合伙企业,企业法人,21013.0,0.92,1.0
2571687,2001.0,3580.0,社区服务,广西,合伙企业,自然人,21687.0,0.59,1.0
2571833,2013.0,1860.0,交通运输业,广西,集体所有制企业,企业法人,21833.0,0.69,1.0
2571837,2013.0,6040.0,交通运输业,福建,农民专业合作社,自然人,21837.0,0.92,1.0
2572073,2000.0,5600.0,商业服务业,福建,合伙企业,自然人,22073.0,0.71,1.0
2573991,2000.0,6170.0,交通运输业,广西,集体所有制企业,自然人,23991.0,0.73,1.0
2574276,2007.0,6830.0,交通运输业,山东,集体所有制企业,企业法人,24276.0,0.82,1.0
2574320,2003.0,3640.0,零售业,福建,集体所有制企业,自然人,24320.0,0.54,1.0
2574535,2004.0,8790.0,服务业,江西,集体所有制企业,企业法人,24535.0,0.58,1.0
2575057,2006.0,6790.0,工业,山东,农民专业合作社,自然人,25057.0,0.83,1.0
2575599,2006.0,8840.0,工业,湖北,股份有限公司,自然人,25599.0,0.84,1.0
2575810,2003.0,470.0,服务业,山东,农民专业合作社,企业法人,25810.0,0.89,1.0
2575919,2011.0,2610.0,社区服务,广东,股份有限公司,自然人,25919.0,0.58,1.0
2576159,2008.0,2530.0,商业服务业,湖南,农民专业合作社,自然人,26159.0,0.56,1.0
2576326,2012.0,2950.0,零售业,湖北,合伙企业,自然人,26326.0,0.63,1.0
2576338,2006.0,8670.0,交通运输业,湖南,集体所有制企业,自然人,26338.0,0.8,1.0
2577108,2009.0,8200.0,服务业,江西,合伙企业,企业法人,27108.0,0.93,1.0
2577199,2007.0,5430.0,社区服务,湖南,有限责任公司,自然人,27199.0,0.95,1.0
2577206,2004.0,9160.0,交通运输业,山东,农民专业合作社,企业法人,27206.0,0.52,1.0
2578257,2014.0,,社区服务,江西,集体所有制企业,企业法人,28257.0,0.59,1.0
2578313,2004.0,3540.0,社区服务,福建,合伙企业,自然人,28313.0,0.82,1.0
2578759,2003.0,2900.0,交通运输业,福建,有限责任公司,自然人,28759.0,0.8,1.0
2578792,2001.0,1860.0,零售业,广东,农民专业合作社,自然人,28792.0,0.91,1.0
2578948,2005.0,300.0,服务业,山东,集体所有制企业,自然人,28948.0,1.0,1.0
2580133,2004.0,9230.0,交通运输业,湖北,农民专业合作社,企业法人,133.0,0.76,1.0
2580389,2010.0,4400.0,社区服务,山东,集体所有制企业,企业法人,389.0,0.74,1.0
2580447,2013.0,6960.0,服务业,江西,农民专业合作社,企业法人,447.0,0.92,1.0
2581428,2012.0,6440.0,工业,山东,合伙企业,企业法人,1428.0,0.84,1.0
2581537,2003.0,3760.0,工业,湖南,农民专业合作社,企业法人,1537.0,0.83,1.0
2581755,2013.0,6340.0,社区服务,湖南,农民专业合作社,自然人,1755.0,0.99,1.0
2581845,2003.0,8390.0,工业,山东,农民专业合作社,自然人,1845.0,0.71,1.0
2581859,2002.0,3490.0,商业服务业,广东,合伙企业,企业法人,1859.0,0.73,1.0
2582061,2005.0,8470.0,工业,广西,有限责任公司,企业法人,2061.0,0.57,1.0
2582128,2002.0,1980.0,交通运输业,山东,股份有限公司,自然人,2128.0,0.77,1.0
2583174,2006.0,1210.0,工业,福建,合伙企业,自然人,3174.0,0.83,1.0
2584724,2013.0,8310.0,社区服务,福建,股份有限公司,企业法人,4724.0,0.72,1.0
2584847,2007.0,6970.0,零售业,江西,农民专业合作社,企业法人,4847.0,0.62,1.0
2584919,2005.0,7240.0,服务业,湖南,股份有限公司,企业法人,4919.0,0.73,1.0
2584986,2001.0,8130.0,社区服务,福建,合伙企业,企业法人,4986.0,0.85,1.0
2585479,2000.0,6410.0,工业,福建,集体所有制企业,企业法人,5479.0,0.67,1.0
2585679,2001.0,360.0,交通运输业,江西,有限责任公司,自然人,5679.0,0.76,1.0
2586084,2012.0,9630.0,社区服务,江西,合伙企业,自然人,6084.0,0.98,1.0
2586570,2008.0,4880.0,社区服务,广西,合伙企业,企业法人,6570.0,0.57,1.0
